NAI3画风法典,,,,,,,,,,,,,,,,,
"artist:sigm@, [[artist:katsuobushi_(eba_games)]], {artist:amezawa koma}, [artist:uenomigi], {artist:qosic}, {{artist:kim_eb}}, {artist:e.o.}, {artist:ini_(inunabe00)}, year 2023, 1girl","artist:sigm@,[[artist:katsuobushi_(eba_games)]],{artist:amezawa koma},[artist:uenomigi],{artist:qosic},{{artist:kim_eb}},{artist:e.o.},{artist:ini_(inunabe00)},year 2023,1girl,year 2023,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1441624870
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格
来自Muscihamster",,,,,,,,,,,,,
"artist:tunamayo (dsasd751), [[artist:cocozasa]], artist:mr.lime, [artist:ido_(teketeke)], {{artist:jyt}}, [[artist:toosaka_asagi]], {{artist:mochizuki_shiina}}, {artist:kame_(kamepan44231)}, year 2023,1girl","artist:tunamayo (dsasd751),[[artist:cocozasa]],artist:mr.lime,[artist:ido_(teketeke)],{{artist:jyt}},[[artist:toosaka_asagi]],{{artist:mochizuki_shiina}},{artist:kame_(kamepan44231)},year 2023,1girl,year 2023,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:608454558
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格
来自Muscihamster",,,,,,,,,,,,,
"artist:yunamaro, artist:fuzichoco, artist:nekotoufu, artist:rinotuna, artist:rariatto (ganguri), artist:xinzoruo, artist:hekiga (freelot), artist:fuya (tempupupu), year 2023,1girl","artist:yunamaro,artist:fuzichoco,artist:nekotoufu,artist:rinotuna,artist:rariatto (ganguri),artist:xinzoruo,artist:hekiga (freelot),artist:fuya (tempupupu),year 2023,1girl,year 2023,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1286285176
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格
来自Muscihamster",,,,,,,,,,,,,
"kokaki mumose,tianliang duohe fangdongye,risui (suzu rks),mochirong，sora_72-iro,year2023,1girl","kokaki mumose,tianliang duohe fangdongye,risui (suzu rks),mochirong，sora_72-iro,year2023,1girl,year 2023,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:784816801
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格
来自Muscihamster",,,,,,,,,,,,,
"kokaki mumose,tianliang duohe fangdongye,risui (suzu rks),mochirong，sora_72-iro,jill_07km,houkisei,year2023,1girl ","kokaki mumose,tianliang duohe fangdongye,risui (suzu rks),mochirong，sora_72-iro,jill_07km,houkisei,year2023,1girl,year 2023,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1687710656
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

上一条的微调

来自Muscihamster",,,,,,,,,,,,,
"[[tianliang duohe fangdongye]],{{artist:mikozin}},{{{artist:daizu}}},[[[artist:kani-biimu]]],[[matanukinuki]],[kanikama],,1girl,","[[tianliang duohe fangdongye]],{{artist:mikozin}},{{{artist:daizu}}},[[[artist:kani-biimu]]],[[matanukinuki]],[kanikama],,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:53163557
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"[artist:qys3],[artist:sincos],artist:Mika,[artist:As109],,1girl","[artist:qys3],[artist:sincos],artist:Mika,[artist:As109],,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1927501017
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"[artist:yoneyama_mai],artist:hxxg,1girl","[artist:yoneyama_mai],artist:hxxg,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1317042488
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"[modare],{kouyafu},gawako,ciloranko,ogipote,1girl,","[modare],{kouyafu},gawako,ciloranko,ogipote,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:130683556
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"[yumenouchi chiharu],sakura_(39ra),{naga_u,tyakomes},henreader,baku-p,daizu_(melon-lemon),year 2023,1girl","[yumenouchi chiharu],sakura_(39ra),{naga_u,tyakomes},henreader,baku-p,daizu_(melon-lemon),year 2023,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1237031336
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

卡通

来自收集",,,,,,,,,,,,,
"{{{{{healthyman}}}}}::{{{{iuui}}}},{{atte nanakusa}},{{{wagashi (dagashiya)}}},{{quasarcake}},{{{loliconder}}},{{{{{tianliang duohe fangdongye}}}}}::{{{{meinoss}}}},{{onono imoko}},1girl","{{{{{healthyman}}}}}::{{{{iuui}}}},{{atte nanakusa}},{{{wagashi (dagashiya)}}},{{quasarcake}},{{{loliconder}}},{{{{{tianliang duohe fangdongye}}}}}::{{{{meinoss}}}},{{onono imoko}},1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1467263961
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{{artist:minaba_hideo}},[artist:watao],1girl","{{artist:minaba_hideo}},[artist:watao],1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:24280415
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{{artist:miyuki_(miyuki0529)}},{{{artist:nekonyan}}},1girl,","{{artist:miyuki_(miyuki0529)}},{{{artist:nekonyan}}},,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1220765779
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{{artist:miyuki_(miyuki0529)}},{{{artist:x}}},{artist:band-width},[[artist:e10]],1girl","{{artist:miyuki_(miyuki0529)}},{{{artist:x}}},{artist:band-width},[[artist:e10]],,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:414809476
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{{artist:miyuki_(miyuki0529)}},{{artist:tooo}},,1girl","{{artist:miyuki_(miyuki0529)}},{{artist:tooo}},,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:143437172
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{{artist:tamanoi peromekuri}},[color scheme:onono imoko],,1girl","{{artist:tamanoi peromekuri}},[color scheme:onono imoko],,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1317132396
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"1girl,{{ciloranko,rella}},mx2j,{{{{ask (askzy)}}}},kobuichi,{atdan},{{{torino aqua}}},tinker bell,ningen mame,[[[kedama milk]]],{necomi},anmi,wanke,wasabi (sekai),ru zhai,fujiyama,dsmile,narduck,hiten (hitenkei),modare],[[fuzichoco]],[[[[mignon,kimishima ao]]]],","1girl,{{ciloranko,rella}},mx2j,{{{{ask (askzy)}}}},kobuichi,{atdan},{{{torino aqua}}},tinker bell,ningen mame,[[[kedama milk]]],{necomi},anmi,wanke,wasabi (sekai),ru zhai,fujiyama,dsmile,narduck,hiten (hitenkei),modare],[[fuzichoco]],[[[[mignon,kimishima ao]]]],, best quality, amazing quality, very aesthetic, absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:4190450161
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{{Ishike}},[Mizumizuni],[[kankan33333]],kedama milk,{muk monsieur},{onono imoko,fkey],,1girl","{{Ishike}},[Mizumizuni],[[kankan33333]],kedama milk,{muk monsieur},{onono imoko,fkey],,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1269860403
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自smea魔人边缘",,,,,,,,,,,,,
"{{suitenan,miraa (chikurin)}},isshi pyuma,s16xue,kase_daiki,meion,,1girl","{{suitenan,miraa (chikurin)}},isshi pyuma,s16xue,kase_daiki,meion,,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1323219800
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"artist:gomzi,artist:hiten,na_tarapisu153,1girl","artist:gomzi,artist:hiten,na_tarapisu153,1girl""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:4200017916
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自KKO",,,,,,,,,,,,,
"{artist:simao_(x_x36131422)},artist:sorairo_len,artist:toshizou_(0714),artist:icomochi,1girl","{artist:simao_(x_x36131422)},artist:sorairo_len,artist:toshizou_(0714),artist:icomochi,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1755119405
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{artist:toshizou_(0714)},[[artist:jyt]],[[artist:misaka_12003-gou]],1girl","{artist:toshizou_(0714)},[[artist:jyt]],[[artist:misaka_12003-gou]],1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1681002115
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{hitomaru},[sy4,dango (uni 520)],[[nagishiro mito]],[[[[Ishikei]]]],1girl","{hitomaru},[sy4,dango (uni 520)],[[nagishiro mito]],[[[[Ishikei]]]],1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:1045269206
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
"{hitomaru},[sy4,dango_(uni_520)],year_2023,,1girl,","{hitomaru},[sy4,dango_(uni_520)],year_2023,,1girl,best quality,amazing quality,very aesthetic,absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:970254291
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

上一条的微调

来自收集",,,,,,,,,,,,,
"1girl,{Kyokucho},{{hiro_(dismaless),yoneyama_mai,tianliang_duohe_fangdongye}},hitomaru,[onono_imoko],","1girl,{Kyokucho},{{hiro_(dismaless),yoneyama_mai,tianliang_duohe_fangdongye}},hitomaru,[onono_imoko],, best quality, amazing quality, very aesthetic, absurdres""
steps:28
height:1216
width:832
scale:6
uncond_scale:1
cfg_rescale:0
seed:135613239
n_samples:1
hide_debug_overlay:false
noise_schedule:""native""
legacy_v3_extend:false
sampler:""k_dpmpp_2s_ancestral""
controlnet_strength:1
controlnet_model:null
dynamic_thresholding:false
dynamic_thresholding_percentile:0.999
dynamic_thresholding_mimic_scale:10
sm:true
sm_dyn:false
skip_cfg_below_sigma:0
lora_unet_weights:null
lora_clip_weights:null
uc:""nsfw, lowres, {bad}, error, fewer, extra, missing, worst quality, jpeg artifacts, bad quality, watermark, unfinished, displeasing, chromatic aberration, signature, extra digits, artistic error, username, scan, [abstract], bad anatomy, bad hands, @_@, mismatched pupils, heart-shaped pupils, glowing eyes, chibi, toy,[[[KKO]]]", , ,"①独立风格

来自收集",,,,,,,,,,,,,
